# z WS WD Th TKE TI
1.590909100000000080e+02 6.688116133235648242e+00 2.656169747228029223e+02 3.050028728115943295e+02 2.219438130669584286e-01 8.685755825731093782e-02
1.654545500000000118e+02 6.720869908930566794e+00 2.656186595973575777e+02 3.050029099378883188e+02 2.216878863947648604e-01 8.636840890794020287e-02
1.718181800000000123e+02 6.755164425031159325e+00 2.656201558405201695e+02 3.050029498053831389e+02 2.177483238350789996e-01 8.507023139381138244e-02
1.781818199999999877e+02 6.791420200012812103e+00 2.656216361062072338e+02 3.050029913995861079e+02 2.144749028678621383e-01 8.372907889566261197e-02
1.845454499999999882e+02 6.826621746440649119e+00 2.656229824908423325e+02 3.050030340683231884e+02 2.119681474263356846e-01 8.245984285951343806e-02
1.909090899999999920e+02 6.859152933167216304e+00 2.656245282331266822e+02 3.050030788229815357e+02 2.072563177927664868e-01 8.088669564714225102e-02
1.972727299999999957e+02 6.889925215807965131e+00 2.656259613082578426e+02 3.050031266097309981e+02 2.051521452613134511e-01 8.004355512339136891e-02
2.036363599999999963e+02 6.925858565319119364e+00 2.656274319517154936e+02 3.050031729472050870e+02 2.025044717883852374e-01 7.898600325725269045e-02
2.100000000000000000e+02 6.959924035807294906e+00 2.656293012183792257e+02 3.050032167484473575e+02 2.018918486674910473e-01 7.828505736156828043e-02
2.163636400000000037e+02 6.988451123219621586e+00 2.656311133946952623e+02 3.050032625465839828e+02 1.967695124491338765e-01 7.666819546636098603e-02
2.227272700000000043e+02 7.009912471142850876e+00 2.656325993129810854e+02 3.050033134844721303e+02 1.959463603402279708e-01 7.624994421304731596e-02
2.290909100000000080e+02 7.030273481635487265e+00 2.656339081675402554e+02 3.050033677039338613e+02 1.960748035829130154e-01 7.618738286960548278e-02
2.354545500000000118e+02 7.053833524626655915e+00 2.656353105548622580e+02 3.050034233716356766e+02 1.963072825708822855e-01 7.613183029102356392e-02
2.418181800000000123e+02 7.076197054136862619e+00 2.656361436747848188e+02 3.050034763146998671e+02 1.931005225425607985e-01 7.529695337034632285e-02
2.481818199999999877e+02 7.097510721847543280e+00 2.656369630180503236e+02 3.050035296480331795e+02 1.914770922241822715e-01 7.486639846291492928e-02
2.545454499999999882e+02 7.122657439849088945e+00 2.656380308171784463e+02 3.050035856583852478e+02 1.896104320875875715e-01 7.431590590697371990e-02
2.609090899999999920e+02 7.151900809276470206e+00 2.656392738574462555e+02 3.050036431283644447e+02 1.855342686312891898e-01 7.327037445302271579e-02
2.672727300000000241e+02 7.180890696454468092e+00 2.656407654215186653e+02 3.050036979223603453e+02 1.802991020476577277e-01 7.203499293139488391e-02
2.736363600000000247e+02 7.210777142716827015e+00 2.656427221667393610e+02 3.050037605579711339e+02 1.792205906127130599e-01 7.168448756720338655e-02
2.800000000000000000e+02 7.239426374638387784e+00 2.656451057373272988e+02 3.050038275807454511e+02 1.794159272536133831e-01 7.159278712423193525e-02
