# z WS WD Th TKE TI
1.272727299999999957e+02 6.434554018527444796e+00 2.656078241617299227e+02 3.050027100362323722e+02 2.157460325031640980e-01 8.983647223465143772e-02
1.336363599999999963e+02 6.483799274658444745e+00 2.656094729958719540e+02 3.050027444389238553e+02 2.136713885087233034e-01 8.852877670442739488e-02
1.400000000000000000e+02 6.529906116955678463e+00 2.656106679125196024e+02 3.050027799171847960e+02 2.155207401984429727e-01 8.809094965207681094e-02
1.463636400000000037e+02 6.571496017653731592e+00 2.656121415643393675e+02 3.050028114896484794e+02 2.086165532376745568e-01 8.580777228913490096e-02
1.527272700000000043e+02 6.613604962236809826e+00 2.656141521179429219e+02 3.050028440393378446e+02 2.070305588536618391e-01 8.466754982268336061e-02
1.590909100000000080e+02 6.654885198862745987e+00 2.656159379901949364e+02 3.050028776231887946e+02 2.038993825632908485e-01 8.325408655611646336e-02
1.654545500000000118e+02 6.692952875110530719e+00 2.656173297733727736e+02 3.050029121304351065e+02 2.023795028457314737e-01 8.231765058202254737e-02
1.718181800000000123e+02 6.729656940322675140e+00 2.656192479951956784e+02 3.050029518157352868e+02 1.991369251383250105e-01 8.120080266983997763e-02
1.781818199999999877e+02 6.767770141253846461e+00 2.656209531798797343e+02 3.050029939378885047e+02 1.977364116337014532e-01 8.053945963907309380e-02
1.845454499999999882e+02 6.805339406113326106e+00 2.656230268875043521e+02 3.050030362494827045e+02 1.973162770531152743e-01 8.001387567613092722e-02
1.909090899999999920e+02 6.838368834879008595e+00 2.656247162813047566e+02 3.050030759109733935e+02 1.936931089011875440e-01 7.874982296815923044e-02
1.972727299999999957e+02 6.870407646661280232e+00 2.656262197543131833e+02 3.050031175289857970e+02 1.925491897532935759e-01 7.812904659133335095e-02
2.036363599999999963e+02 6.900224239838027351e+00 2.656269327150352524e+02 3.050031612318843486e+02 1.893546071761125216e-01 7.701346202854207623e-02
2.100000000000000000e+02 6.929102950631769176e+00 2.656275043092979331e+02 3.050032051966875315e+02 1.887756219520334844e-01 7.659611430826633593e-02
2.163636400000000037e+02 6.957014713411749263e+00 2.656286715192168799e+02 3.050032513271223706e+02 1.832827230461160639e-01 7.520890741634771171e-02
2.227272700000000043e+02 6.983691771461690401e+00 2.656302457360806670e+02 3.050032991356109164e+02 1.808868451472158967e-01 7.449975534981129188e-02
2.290909100000000080e+02 7.013666931485709632e+00 2.656320089039964500e+02 3.050033544078676186e+02 1.771784281525891902e-01 7.338309271465577599e-02
2.354545500000000118e+02 7.043513020277446302e+00 2.656330644295625802e+02 3.050034135900622232e+02 1.763996240672383031e-01 7.300978735559067456e-02
2.418181800000000123e+02 7.072301733083666164e+00 2.656342260542462554e+02 3.050034730331264541e+02 1.734377534056592840e-01 7.215701225414890285e-02
2.481818199999999877e+02 7.100694166496664295e+00 2.656352612740144536e+02 3.050035353540374103e+02 1.704809179800597374e-01 7.120628142468733712e-02
2.545454499999999882e+02 7.127068855216813326e+00 2.656363359832827769e+02 3.050035934089028160e+02 1.680446429923104501e-01 7.043370853251679220e-02
2.609090899999999920e+02 7.152321791675067431e+00 2.656378623839613056e+02 3.050036499792961422e+02 1.632721214834259582e-01 6.938779491942369260e-02
2.672727300000000241e+02 7.181146573748363515e+00 2.656396396477101689e+02 3.050037091335404398e+02 1.575402120621487156e-01 6.797642868521201753e-02
2.736363600000000247e+02 7.210705553046738103e+00 2.656414698271967723e+02 3.050037774440995122e+02 1.559184801128829512e-01 6.734560188916631496e-02
2.800000000000000000e+02 7.239352550007056131e+00 2.656433598160523388e+02 3.050038424213251460e+02 1.567446606138369614e-01 6.729969769966286097e-02
