# z WS WD Th TKE TI
1.209090900000000062e+02 6.446686845837980684e+00 2.656065777473776848e+02 3.050026890507240864e+02 2.552331826141499560e-01 9.774052485972853366e-02
1.272727299999999957e+02 6.491351841989455806e+00 2.656081277629141368e+02 3.050027171666662298e+02 2.502914635200610416e-01 9.594905730388886278e-02
1.336363599999999963e+02 6.535785159568063385e+00 2.656091025012528917e+02 3.050027477774322051e+02 2.480536409080560389e-01 9.474869363427357305e-02
1.400000000000000000e+02 6.577168638814256951e+00 2.656105587317941854e+02 3.050027818954447412e+02 2.491528558160348850e-01 9.435683362894757564e-02
1.463636400000000037e+02 6.619868147814143455e+00 2.656122988215862506e+02 3.050028180703930047e+02 2.410209642142223385e-01 9.204400753493420517e-02
1.527272700000000043e+02 6.662624055068516071e+00 2.656136876147675139e+02 3.050028533167699152e+02 2.359775375042366674e-01 9.037858283019215011e-02
1.590909100000000080e+02 6.703328278174848442e+00 2.656152790814731475e+02 3.050028876097305783e+02 2.343133504109240761e-01 8.946334207850939468e-02
1.654545500000000118e+02 6.740822575681848505e+00 2.656163377271092259e+02 3.050029226407864940e+02 2.321039886659210238e-01 8.851399424708283892e-02
1.718181800000000123e+02 6.773931170577371930e+00 2.656169263433998253e+02 3.050029582360246536e+02 2.271324637899868604e-01 8.714301236493163239e-02
1.781818199999999877e+02 6.803947254956043800e+00 2.656178283791837202e+02 3.050029937225671119e+02 2.247831376849985241e-01 8.635700488368099059e-02
1.845454499999999882e+02 6.837152531848871284e+00 2.656191568677049872e+02 3.050030323612835446e+02 2.231777730666234250e-01 8.567520678777217069e-02
1.909090899999999920e+02 6.871421744224524453e+00 2.656206463092449894e+02 3.050030750496893575e+02 2.166452391755563922e-01 8.398157303064983370e-02
1.972727299999999957e+02 6.905033608142145951e+00 2.656222709226652228e+02 3.050031200393374320e+02 2.100399721528848629e-01 8.223163450498786886e-02
2.036363599999999963e+02 6.934641637264559400e+00 2.656242267095149714e+02 3.050031684803312260e+02 2.070091396204192247e-01 8.134194601865397944e-02
2.100000000000000000e+02 6.959056764276670748e+00 2.656265945367620134e+02 3.050032157070393168e+02 2.064703715806408546e-01 8.100177776483105663e-02
2.163636400000000037e+02 6.981861704362745336e+00 2.656293190480697035e+02 3.050032599316770643e+02 2.015589726178136087e-01 7.970452951737834468e-02
2.227272700000000043e+02 7.006618916082518744e+00 2.656320870953739472e+02 3.050033056987577993e+02 1.979651459803767610e-01 7.855233790353749468e-02
2.290909100000000080e+02 7.032785180340002107e+00 2.656344981040476227e+02 3.050033557049690103e+02 1.960281465159099679e-01 7.766731213507650777e-02
2.354545500000000118e+02 7.058952072008911394e+00 2.656364851101848785e+02 3.050034114223603297e+02 1.948021627182134896e-01 7.700009751985248396e-02
2.418181800000000123e+02 7.083977069869148657e+00 2.656383064918708214e+02 3.050034719368531455e+02 1.900409028857066585e-01 7.561839759660243798e-02
2.481818199999999877e+02 7.109760004821823465e+00 2.656400519699413394e+02 3.050035332525881131e+02 1.866436099410972438e-01 7.451952775000503237e-02
2.545454499999999882e+02 7.132733339698432928e+00 2.656414671625586834e+02 3.050035956480332402e+02 1.852883473795537972e-01 7.387976188744777017e-02
2.609090899999999920e+02 7.153692311266363291e+00 2.656425566055920626e+02 3.050036608612836062e+02 1.812169638570207686e-01 7.263120516938366411e-02
2.672727300000000241e+02 7.176698605634826755e+00 2.656436971507250178e+02 3.050037280000000237e+02 1.787772990429180864e-01 7.184312843575425822e-02
2.736363600000000247e+02 7.201587784698901373e+00 2.656449455994144273e+02 3.050037937505177297e+02 1.777591409840346415e-01 7.142331543505797686e-02
2.800000000000000000e+02 7.227267262232462741e+00 2.656466014217000406e+02 3.050038604316770829e+02 1.779494931310857675e-01 7.129344363257265893e-02
